slug,ID,model,input_tokens,output_tokens,total_tokens
Chart_26b_5,25,deepseek-chat,3530,62,3592
Chart_26b_5,25,deepseek-chat,3615,49,3664
Chart_26b_5,25,deepseek-chat,3687,68,3755
Chart_26b_5,25,deepseek-chat,3778,62,3840
Chart_26b_5,25,deepseek-chat,5918,65,5983
Chart_26b_5,25,deepseek-chat,6011,108,6119
Chart_26b_5,25,deepseek-chat,9729,207,9936
Chart_26b_5,25,deepseek-chat,14700,323,15023
Chart_3b_1,26,deepseek-chat,4075,185,4260
Chart_3b_1,26,deepseek-chat,4499,203,4702
Chart_3b_1,26,deepseek-chat,4846,214,5060
Chart_3b_1,26,deepseek-chat,5174,216,5390
Chart_3b_1,26,deepseek-chat,5417,232,5649
Chart_3b_1,26,deepseek-chat,4475,208,4683
Chart_3b_1,26,deepseek-chat,4619,249,4868
Chart_3b_1,26,deepseek-chat,4710,203,4913
Chart_3b_1,26,deepseek-chat,4636,214,4850
Chart_3b_1,26,deepseek-chat,4964,229,5193
Chart_3b_1,26,deepseek-chat,5304,229,5533
Chart_3b_1,26,deepseek-chat,5457,202,5659
Chart_3b_1,26,deepseek-chat,4940,187,5127
Chart_3b_1,26,deepseek-chat,4503,211,4714
Chart_3b_1,26,deepseek-chat,4837,226,5063
Chart_3b_1,26,deepseek-chat,5103,239,5342
Chart_3b_1,26,deepseek-chat,5154,212,5366
Chart_3b_1,26,deepseek-chat,4703,214,4917
Chart_3b_1,26,deepseek-chat,4944,254,5198
Chart_3b_1,26,deepseek-chat,5393,186,5579
Chart_3b_1,26,deepseek-chat,4400,203,4603
Chart_3b_1,26,deepseek-chat,4847,215,5062
Chart_3b_1,26,deepseek-chat,5076,214,5290
Chart_3b_1,26,deepseek-chat,5415,216,5631
Chart_3b_1,26,deepseek-chat,5606,189,5795
Chart_3b_2,27,deepseek-chat,4656,918,5574
Chart_3b_2,27,deepseek-chat,5785,577,6362
Chart_3b_2,27,deepseek-chat,6385,577,6962
Chart_3b_2,27,deepseek-chat,6985,577,7562
Chart_3b_2,27,deepseek-chat,7585,577,8162
Chart_3b_2,27,deepseek-chat,8185,577,8762
Chart_3b_2,27,deepseek-chat,8785,577,9362
Chart_3b_3,28,deepseek-chat,2406,24,2430
Chart_3b_3,28,deepseek-chat,2699,94,2793
Chart_3b_3,28,deepseek-chat,2645,30,2675
Chart_3b_3,28,deepseek-chat,2730,85,2815
Chart_3b_3,28,deepseek-chat,2702,44,2746
Chart_3b_3,28,deepseek-chat,2766,70,2836
Chart_3b_3,28,deepseek-chat,3191,76,3267
Chart_3b_3,28,deepseek-chat,3298,88,3386
Chart_3b_3,28,deepseek-chat,3423,125,3548
Chart_3b_3,28,deepseek-chat,2773,56,2829
Chart_3b_3,28,deepseek-chat,3086,94,3180
Chart_3b_3,28,deepseek-chat,3473,94,3567
Chart_3b_3,28,deepseek-chat,3592,132,3724
Chart_3b_3,28,deepseek-chat,3867,108,3975
Chart_3b_3,28,deepseek-chat,2856,48,2904
Chart_3b_3,28,deepseek-chat,2774,48,2822
Chart_3b_3,28,deepseek-chat,2847,85,2932
Chart_3b_3,28,deepseek-chat,2931,90,3021
Chart_3b_3,28,deepseek-chat,3044,61,3105
Chart_3b_3,28,deepseek-chat,2948,86,3034
Chart_3b_3,28,deepseek-chat,3240,87,3327
Chart_3b_3,28,deepseek-chat,3501,105,3606
Chart_3b_3,28,deepseek-chat,3657,105,3762
Chart_3b_4,29,deepseek-chat,2405,51,2456
Chart_3b_4,29,deepseek-chat,2667,43,2710
Chart_3b_4,29,deepseek-chat,2762,65,2827
Chart_3b_4,29,deepseek-chat,2874,61,2935
Chart_3b_4,29,deepseek-chat,3104,83,3187
Chart_3b_4,29,deepseek-chat,3160,81,3241
Chart_3b_4,29,deepseek-chat,2737,28,2765
Chart_3b_4,29,deepseek-chat,2788,52,2840
Chart_3b_4,29,deepseek-chat,2863,45,2908
Chart_3b_4,29,deepseek-chat,2726,45,2771
Chart_3b_4,29,deepseek-chat,2834,45,2879
Chart_3b_4,29,deepseek-chat,2866,67,2933
Chart_3b_4,29,deepseek-chat,3018,67,3085
Chart_3b_4,29,deepseek-chat,2935,45,2980
Chart_3b_4,29,deepseek-chat,2727,44,2771
Chart_3b_4,29,deepseek-chat,2834,67,2901
Chart_3b_4,29,deepseek-chat,2910,84,2994
Chart_3b_4,29,deepseek-chat,3223,85,3308
Chart_3b_4,29,deepseek-chat,3007,45,3052
Chart_3b_4,29,deepseek-chat,2726,45,2771
Chart_3b_4,29,deepseek-chat,2834,45,2879
Chart_3b_4,29,deepseek-chat,2866,45,2911
Chart_3b_4,29,deepseek-chat,2974,45,3019
Chart_3b_5,30,deepseek-chat,2821,48,2869
Chart_3b_5,30,deepseek-chat,3076,56,3132
Chart_3b_5,30,deepseek-chat,3165,72,3237
Chart_3b_5,30,deepseek-chat,3278,77,3355
Chart_3b_5,30,deepseek-chat,3385,126,3511
Chart_3b_5,30,deepseek-chat,3084,72,3156
Chart_3b_5,30,deepseek-chat,3179,72,3251
Chart_3b_5,30,deepseek-chat,3274,91,3365
Chart_3b_5,30,deepseek-chat,3388,91,3479
Chart_3b_5,30,deepseek-chat,3502,107,3609
Chart_3b_5,30,deepseek-chat,3632,113,3745
Chart_4b_1,31,deepseek-chat,15231,635,15866
Chart_5b_1,36,deepseek-chat,3617,315,3932
Chart_5b_1,36,deepseek-chat,4143,343,4486
Chart_5b_1,36,deepseek-chat,4509,343,4852
Chart_5b_1,36,deepseek-chat,4875,437,5312
Chart_5b_1,36,deepseek-chat,5335,333,5668
Chart_5b_1,36,deepseek-chat,5691,421,6112
Chart_5b_1,36,deepseek-chat,6135,370,6505
Chart_5b_2,37,deepseek-chat,2735,120,2855
Chart_5b_2,37,deepseek-chat,3214,165,3379
Chart_5b_2,37,deepseek-chat,3070,123,3193
Chart_5b_2,37,deepseek-chat,3042,166,3208
Chart_5b_2,37,deepseek-chat,3374,176,3550
Chart_5b_2,37,deepseek-chat,3674,194,3868
Chart_5b_2,37,deepseek-chat,3220,132,3352
Chart_5b_2,37,deepseek-chat,3238,220,3458
Chart_5b_2,37,deepseek-chat,3676,243,3919
Chart_5b_2,37,deepseek-chat,3990,243,4233
Chart_5b_2,37,deepseek-chat,4258,352,4610
Chart_5b_2,37,deepseek-chat,3379,120,3499
Chart_5b_2,37,deepseek-chat,3214,165,3379
Chart_5b_2,37,deepseek-chat,3526,165,3691
Chart_5b_2,37,deepseek-chat,3714,120,3834
Chart_5b_2,37,deepseek-chat,3214,175,3389
Chart_5b_2,37,deepseek-chat,3861,120,3981
Chart_5b_2,37,deepseek-chat,3214,174,3388
Chart_5b_3,38,deepseek-chat,2438,30,2468
Chart_5b_3,38,deepseek-chat,2730,67,2797
Chart_5b_3,38,deepseek-chat,2918,117,3035
Chart_5b_3,38,deepseek-chat,3109,133,3242
Chart_5b_3,38,deepseek-chat,2683,30,2713
Chart_5b_3,38,deepseek-chat,2730,38,2768
Chart_5b_3,38,deepseek-chat,2801,52,2853
Chart_5b_3,38,deepseek-chat,2951,52,3003
Chart_5b_3,38,deepseek-chat,3028,42,3070
Chart_5b_3,38,deepseek-chat,2740,35,2775
Chart_5b_3,38,deepseek-chat,2777,52,2829
Chart_5b_3,38,deepseek-chat,2893,52,2945
Chart_5b_3,38,deepseek-chat,2970,57,3027
Chart_5b_3,38,deepseek-chat,3094,90,3184
Chart_5b_3,38,deepseek-chat,2802,30,2832
Chart_5b_3,38,deepseek-chat,2730,108,2838
Chart_5b_3,38,deepseek-chat,3293,117,3410
Chart_5b_3,38,deepseek-chat,3424,99,3523
Chart_5b_3,38,deepseek-chat,2859,30,2889
Chart_5b_3,38,deepseek-chat,2730,52,2782
Chart_5b_3,38,deepseek-chat,2888,61,2949
Chart_5b_3,38,deepseek-chat,2983,65,3048
Chart_5b_3,38,deepseek-chat,3018,172,3190
Chart_5b_3,38,deepseek-chat,2916,38,2954
Chart_5b_3,38,deepseek-chat,2746,52,2798
Chart_5b_3,38,deepseek-chat,2896,131,3027
Chart_5b_3,38,deepseek-chat,3370,109,3479
Chart_5b_3,38,deepseek-chat,3523,148,3671
Chart_5b_3,38,deepseek-chat,2981,46,3027
Chart_5b_3,38,deepseek-chat,2837,38,2875
Chart_5b_3,38,deepseek-chat,2817,57,2874
Chart_5b_3,38,deepseek-chat,2918,61,2979
Chart_5b_3,38,deepseek-chat,3045,70,3115
Chart_6b_1,39,deepseek-chat,2569,19,2588
Chart_6b_1,39,deepseek-chat,2802,28,2830
Chart_6b_1,39,deepseek-chat,2803,28,2831
Chart_6b_1,39,deepseek-chat,2854,25,2879
Chart_6b_1,39,deepseek-chat,2902,29,2931
Chart_6b_1,39,deepseek-chat,2954,25,2979
Chart_6b_1,39,deepseek-chat,3002,32,3034
Chart_6b_1,39,deepseek-chat,3057,40,3097
Chart_6b_2,40,deepseek-chat,3333,29,3362
Chart_6b_2,40,deepseek-chat,3573,49,3622
Chart_6b_2,40,deepseek-chat,3645,83,3728
Chart_6b_2,40,deepseek-chat,3751,144,3895
Chart_6b_2,40,deepseek-chat,3918,194,4112
Chart_6b_2,40,deepseek-chat,4135,51,4186
Chart_6b_2,40,deepseek-chat,4209,56,4265
Chart_6b_2,40,deepseek-chat,4305,94,4399
Chart_6b_2,40,deepseek-chat,4944,98,5042
Chart_6b_2,40,deepseek-chat,4919,124,5043
Chart_6b_2,40,deepseek-chat,5892,124,6016
Chart_6b_3,41,deepseek-chat,2926,64,2990
Chart_6b_3,41,deepseek-chat,3273,138,3411
Chart_7b_1,44,deepseek-chat,2405,44,2449
Chart_7b_1,44,deepseek-chat,2899,185,3084
Chart_7b_1,44,deepseek-chat,2664,53,2717
Chart_7b_1,44,deepseek-chat,3282,187,3469
Chart_7b_1,44,deepseek-chat,2744,53,2797
Chart_7b_1,44,deepseek-chat,3282,60,3342
Chart_7b_1,44,deepseek-chat,3574,73,3647
Chart_7b_1,44,deepseek-chat,4041,122,4163
Chart_7b_1,44,deepseek-chat,2824,54,2878
Chart_7b_1,44,deepseek-chat,3239,77,3316
Chart_7b_1,44,deepseek-chat,3452,69,3521
Chart_7b_1,44,deepseek-chat,3770,92,3862
Chart_7b_1,44,deepseek-chat,4158,90,4248
Chart_7b_1,44,deepseek-chat,2905,79,2984
Chart_7b_1,44,deepseek-chat,3494,78,3572
Chart_7b_1,44,deepseek-chat,3992,205,4197
Chart_7b_1,44,deepseek-chat,3011,79,3090
Chart_7b_1,44,deepseek-chat,3494,78,3572
Chart_7b_1,44,deepseek-chat,3992,205,4197
Chart_7b_1,44,deepseek-chat,3117,87,3204
Chart_7b_1,44,deepseek-chat,3473,78,3551
Chart_7b_1,44,deepseek-chat,4000,209,4209
Chart_7b_2,45,deepseek-chat,4492,530,5022
Chart_8b_1,48,deepseek-chat,4900,29,4929
Chart_9b_1,49,deepseek-chat,3557,185,3742
Chart_9b_1,49,deepseek-chat,3980,209,4189
Chart_9b_1,49,deepseek-chat,4238,220,4458
Chart_9b_1,49,deepseek-chat,4494,464,4958
Chart_9b_1,49,deepseek-chat,3957,216,4173
Chart_9b_1,49,deepseek-chat,4042,252,4294
Chart_9b_1,49,deepseek-chat,4355,257,4612
Chart_9b_1,49,deepseek-chat,4642,293,4935
Chart_9b_1,49,deepseek-chat,4996,254,5250
Chart_9b_1,49,deepseek-chat,4200,191,4391
Chart_9b_1,49,deepseek-chat,3992,209,4201
Chart_9b_1,49,deepseek-chat,4244,220,4464
Chart_9b_1,49,deepseek-chat,4500,233,4733
Chart_9b_1,49,deepseek-chat,4771,245,5016
Chart_9b_1,49,deepseek-chat,4418,228,4646
Chart_9b_1,49,deepseek-chat,4066,254,4320
Chart_9b_1,49,deepseek-chat,4371,254,4625
Chart_9b_1,49,deepseek-chat,4650,254,4904
Chart_9b_1,49,deepseek-chat,4929,498,5427
Chart_9b_1,49,deepseek-chat,4673,202,4875
Chart_9b_1,49,deepseek-chat,4014,233,4247
Chart_9b_1,49,deepseek-chat,4303,245,4548
Chart_9b_1,49,deepseek-chat,4585,243,4828
Chart_9b_1,49,deepseek-chat,4851,487,5338
Chart_9b_1,49,deepseek-chat,4902,202,5104
Chart_9b_1,49,deepseek-chat,4014,234,4248
Chart_9b_1,49,deepseek-chat,4305,229,4534
Chart_9b_1,49,deepseek-chat,4554,266,4820
Chart_9b_1,49,deepseek-chat,4882,294,5176
Chart_9b_1,49,deepseek-chat,5131,242,5373
Chart_9b_1,49,deepseek-chat,4094,235,4329
Chart_9b_1,49,deepseek-chat,4347,479,4826
Chart_9b_2,50,deepseek-chat,2854,31,2885
Chart_9b_2,50,deepseek-chat,3096,31,3127
Chart_9b_2,50,deepseek-chat,3150,35,3185
Chart_9b_2,50,deepseek-chat,3111,34,3145
Chart_9b_2,50,deepseek-chat,3131,35,3166
Chart_9b_2,50,deepseek-chat,3230,42,3272
Chart_9b_2,50,deepseek-chat,3266,56,3322
Chart_9b_2,50,deepseek-chat,3212,35,3247
Chart_9b_2,50,deepseek-chat,3111,34,3145
Chart_9b_2,50,deepseek-chat,3131,56,3187
Chart_9b_2,50,deepseek-chat,3308,55,3363
Chart_9b_2,50,deepseek-chat,3349,56,3405
Chart_9b_2,50,deepseek-chat,3274,44,3318
Chart_9b_2,50,deepseek-chat,3096,35,3131
Chart_9b_2,50,deepseek-chat,3175,53,3228
Chart_9b_2,50,deepseek-chat,3279,53,3332
Chart_9b_2,50,deepseek-chat,3385,65,3450
Chart_9b_2,50,deepseek-chat,3345,44,3389
Chart_9b_2,50,deepseek-chat,3096,35,3131
Chart_9b_2,50,deepseek-chat,3175,53,3228
Chart_9b_2,50,deepseek-chat,3279,57,3336
Chart_9b_2,50,deepseek-chat,3317,31,3348
Chart_9b_2,50,deepseek-chat,3416,31,3447
Chart_9b_3,51,deepseek-chat,2924,70,2994
Chart_9b_3,51,deepseek-chat,3195,163,3358
Chart_9b_3,51,deepseek-chat,3209,84,3293
Chart_9b_3,51,deepseek-chat,3305,214,3519
Chart_9b_3,51,deepseek-chat,3320,87,3407
Chart_9b_3,51,deepseek-chat,3311,180,3491
Chart_9b_3,51,deepseek-chat,3853,299,4152
Chart_9b_3,51,deepseek-chat,3434,92,3526
Chart_9b_3,51,deepseek-chat,3321,252,3573
Chart_9b_3,51,deepseek-chat,3553,116,3669
Chart_9b_3,51,deepseek-chat,3692,135,3827
Chart_9b_3,51,deepseek-chat,3850,76,3926
Chart_9b_3,51,deepseek-chat,3227,90,3317
Chart_9b_3,51,deepseek-chat,3418,178,3596
Chart_9b_4,52,deepseek-chat,5638,484,6122
Chart_9b_4,52,deepseek-chat,6333,467,6800
Chart_9b_4,52,deepseek-chat,6823,466,7289
Chart_9b_4,52,deepseek-chat,6378,529,6907
Chart_9b_4,52,deepseek-chat,6368,535,6903
Chart_9b_4,52,deepseek-chat,6616,529,7145
Chart_9b_4,52,deepseek-chat,7247,536,7783
Chart_9b_4,52,deepseek-chat,7316,470,7786
Chart_9b_4,52,deepseek-chat,7809,447,8256
Chart_9b_4,52,deepseek-chat,6340,448,6788
Chart_9b_4,52,deepseek-chat,6814,447,7261
Chart_9b_4,52,deepseek-chat,7285,461,7746
Chart_9b_4,52,deepseek-chat,7785,476,8261
Chart_9b_4,52,deepseek-chat,8283,475,8758
Chart_9b_4,52,deepseek-chat,5551,495,6046
Chart_9b_4,52,deepseek-chat,6381,511,6892
Chart_9b_4,52,deepseek-chat,7387,530,7917
Chart_9b_4,52,deepseek-chat,8100,497,8597
Chart_9b_4,52,deepseek-chat,8785,447,9232
Chart_9b_4,52,deepseek-chat,6340,446,6786
Chart_9b_4,52,deepseek-chat,6810,445,7255
Chart_9b_4,52,deepseek-chat,7279,479,7758
Chart_9b_4,52,deepseek-chat,7567,565,8132
Chart_9b_5,53,deepseek-chat,4565,30,4595
Chart_9b_5,53,deepseek-chat,4521,42,4563
Chart_9b_5,53,deepseek-chat,5178,68,5246
Chart_9b_5,53,deepseek-chat,5422,98,5520
Chart_9b_5,53,deepseek-chat,5345,133,5478
Chart_9b_5,53,deepseek-chat,4810,56,4866
Chart_9b_5,53,deepseek-chat,4573,161,4734
Chart_9b_5,53,deepseek-chat,4638,193,4831
Chart_9b_5,53,deepseek-chat,4893,57,4950
Chart_9b_5,53,deepseek-chat,4575,92,4667
Chart_9b_5,53,deepseek-chat,4498,177,4675
Chart_9b_5,53,deepseek-chat,5358,318,5676
Chart_9b_5,53,deepseek-chat,5721,361,6082
Chart_9b_5,53,deepseek-chat,4977,109,5086
Chart_9b_5,53,deepseek-chat,4679,223,4902
Chart_9b_5,53,deepseek-chat,4549,189,4738
Chart_9b_5,53,deepseek-chat,4770,187,4957
Chart_9b_5,53,deepseek-chat,5431,331,5762
Chart_9b_5,53,deepseek-chat,5113,46,5159
Chart_9b_5,53,deepseek-chat,4553,87,4640
Chart_9b_5,53,deepseek-chat,5133,139,5272
Chart_9b_5,53,deepseek-chat,5593,165,5758
Chart_9b_5,53,deepseek-chat,5186,53,5239
Chart_9b_5,53,deepseek-chat,4865,82,4947
Chart_9b_5,53,deepseek-chat,4703,104,4807
Chart_9b_5,53,deepseek-chat,4625,206,4831
Chart_9b_5,53,deepseek-chat,5266,99,5365
Chart_9b_5,53,deepseek-chat,4659,194,4853
Chart_9b_5,53,deepseek-chat,4744,241,4985
Chart_9b_5,53,deepseek-chat,5057,276,5333
Chart_9b_5,53,deepseek-chat,5634,78,5712
