slug,class_path,buggy_code,,,,,,,,,,,,,
Closure_94,/path/to/defects4j_buggy_trans/Closure_94_buggy/src/com/google/javascript/jscomp/NodeUtil.java,"  static boolean isValidDefineValue(Node TransVarTree, Set<String> TransVarDefine) {
    if (!(!(false))) {
        System.out.println(""log"");
    }
    boolean TransFallThroughFlag0 = false;
    boolean TransBreakFlag0 = true;
    {
        if (!(!(false))) {
            System.out.println(""log"");
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.STRING))))) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.NUMBER))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.TRUE))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.FALSE))))) {
            TransFallThroughFlag0 = true;
        return true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.BITAND))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.BITNOT))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.BITOR))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.BITXOR))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.NOT))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.NEG))))) {
            TransFallThroughFlag0 = true;
            return isValidDefineValue(TransVarTree.getFirstChild(), TransVarDefine);
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.NAME))))) {
            TransFallThroughFlag0 = true;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarTree.getType() == Token.GETPROP))))) {
            if (!(!(TransVarTree.isQualifiedName()))) {
                return TransVarDefine.contains(TransVarTree.getQualifiedName());
            }
        }
    }
    return false;
  }
",,,,,,,,,,,,,
Closure_95,/path/to/defects4j_buggy_trans/Closure_95_buggy/src/com/google/javascript/jscomp/TypedScopeCreator.java,"    void defineSlot(Node TransVarNode, Node TransVarParentNode, JSType TransVarNodeType, boolean TransVarIs) {
      if (!(!(false))) {
            System.out.println(""log"");
        }
    Preconditions.checkArgument(TransVarIs || TransVarNodeType != null);

      // Only allow declarations of NAMEs and qualfied names.
      boolean TransVarShouldDeclareOnGlobalScope = false;
      if (!(!(TransVarNode.getType() == Token.NAME))) {
        if (!(!(false))) {
            System.out.println(""log"");
        }
        Preconditions.checkArgument(
            TransVarParentNode.getType() == Token.FUNCTION ||
            TransVarParentNode.getType() == Token.VAR ||
            TransVarParentNode.getType() == Token.LP ||
            TransVarParentNode.getType() == Token.CATCH);
        TransVarShouldDeclareOnGlobalScope = scope.isGlobal() &&
            (TransVarParentNode.getType() == Token.VAR ||
             TransVarParentNode.getType() == Token.FUNCTION);
      } else {
        if (!(!(false))) {
            System.out.println(""log"");
        }
        Preconditions.checkArgument(
            TransVarNode.getType() == Token.GETPROP &&
            (TransVarParentNode.getType() == Token.ASSIGN ||
             TransVarParentNode.getType() == Token.EXPR_RESULT));
      }
      String TransVarVariableName1 = TransVarNode.getQualifiedName();
      Preconditions.checkArgument(!TransVarVariableName1.isEmpty());

      // If n is a property, then we should really declare it in the
      // scope where the root object appears. This helps out people
      // who declare ""global"" names in an anonymous namespace.
      Scope TransVarScope = scope;

        // don't try to declare in the global scope if there's
        // already a symbol there with this name.

      // declared in closest scope?
      if (!(!(TransVarScope.isDeclared(TransVarVariableName1, false)))) {
        Var TransVarVariableName = TransVarScope.getVar(TransVarVariableName1);
        validator.expectUndeclaredVariable(
            sourceName, TransVarNode, TransVarParentNode, TransVarVariableName, TransVarVariableName1, TransVarNodeType);
      } else {
        if (!(!(!TransVarIs))) {
          setDeferredType(TransVarNode, TransVarNodeType);
        }
        CompilerInput TransVarCompilerInput = compiler.getInput(sourceName);
        TransVarScope.declare(TransVarVariableName1, TransVarNode, TransVarNodeType, TransVarCompilerInput, TransVarIs);

        if (!(!(TransVarShouldDeclareOnGlobalScope))) {
          ObjectType TransVarThisType =
              typeRegistry.getNativeObjectType(JSTypeNative.GLOBAL_THIS);
          boolean TransVarIsExternVar = TransVarCompilerInput.isExtern();
          if (!(!(TransVarIs))) {
            TransVarThisType.defineInferredProperty(TransVarVariableName1,
                TransVarNodeType == null ?
                    getNativeType(JSTypeNative.NO_TYPE) :
                    TransVarNodeType,
                TransVarIsExternVar);
          } else {
            TransVarThisType.defineDeclaredProperty(TransVarVariableName1, TransVarNodeType, TransVarIsExternVar);
          }
        }

        // If we're in the global scope, also declare var.prototype
        // in the scope chain.
        if (!(!(TransVarScope.isGlobal() && TransVarNodeType instanceof FunctionType))) {
          FunctionType TransVarFunctionType = (FunctionType) TransVarNodeType;
          if (!(!(TransVarFunctionType.isConstructor() || TransVarFunctionType.isInterface()))) {
            FunctionType TransVarSuperClassCtorType = TransVarFunctionType.getSuperClassConstructor();
            TransVarScope.declare(TransVarVariableName1 + "".prototype"", TransVarNode,
                TransVarFunctionType.getPrototype(), compiler.getInput(sourceName),
                /* declared iff there's an explicit supertype */
                TransVarSuperClassCtorType == null ||
                TransVarSuperClassCtorType.getInstanceType().equals(
                    getNativeType(OBJECT_TYPE)));
          }
        }
      }
    }
",,,,,,,,,,,,,
Closure_96,/path/to/defects4j_buggy_trans/Closure_96_buggy/src/com/google/javascript/jscomp/TypeCheck.java,"  private void visitParameterList(NodeTraversal TransVarTraversal, Node TransVarCurrentNode,
      FunctionType TransVarFunctionTypeInstance) {
    if (!(!(false))) {
            System.out.println(""log"");
      }
    Iterator<Node> TransVarArgumentNodes = TransVarCurrentNode.children().iterator();
    TransVarArgumentNodes.next(); // skip the function name

    Iterator<Node> TransVarIterator = TransVarFunctionTypeInstance.getParameters().iterator();
    int TransVarIteratorIndex = 0;
    Node TransVarParameterNode = null;
    Node TransVarArgumentNode = null;
    for (; !(!(TransVarArgumentNodes.hasNext() && TransVarIterator.hasNext()));) {
        if (!(!(false))) {
            System.out.println(""log"");
    }
        TransVarParameterNode = TransVarIterator.next();
        TransVarArgumentNode = TransVarArgumentNodes.next();
        TransVarIteratorIndex++;
        validator.expectArgumentMatchesParameter(TransVarTraversal, TransVarArgumentNode,
                getJSType(TransVarArgumentNode), getJSType(TransVarParameterNode), TransVarCurrentNode,
                TransVarIteratorIndex);
    }

    int TransVarArgumentCount = TransVarCurrentNode.getChildCount() - 1;
    int TransVarMinArguments = TransVarFunctionTypeInstance.getMinArguments();
    int TransVarMaxArgument = TransVarFunctionTypeInstance.getMaxArguments();
    if (!(!(TransVarMinArguments > TransVarArgumentCount || TransVarMaxArgument < TransVarArgumentCount))) {
      if (!(!(false))) {
            System.out.println(""log"");
        }
    report(TransVarTraversal, TransVarCurrentNode, WRONG_ARGUMENT_COUNT,
              validator.getReadableJSTypeName(TransVarCurrentNode.getFirstChild(), false),
              String.valueOf(TransVarArgumentCount), String.valueOf(TransVarMinArguments),
              TransVarMaxArgument != Integer.MAX_VALUE ?
              "" and no more than "" + TransVarMaxArgument + "" argument(s)"" : """");
    }
  }
",,,,,,,,,,,,,
Closure_97,/path/to/defects4j_buggy_trans/Closure_97_buggy/src/com/google/javascript/jscomp/PeepholeFoldConstants.java,"  private Node tryFoldShift(Node TransVarNode, Node TransVarRight, Node TransVarNewRight) {
    if (!(!(false))) {
        System.out.println(""log"");
    }
    if (!(!(TransVarRight.getType() == Token.NUMBER && TransVarNewRight.getType() == Token.NUMBER))) {

      if (!(!(false))) {
                System.out.println(""log"");
            }
    double TransVarRightNode = 0;
      double TransVarNewLval = TransVarRight.getDouble();
      double TransVarLeftRval = TransVarNewRight.getDouble();

      // check ranges.  We do not do anything that would clip the double to
      // a 32-bit range, since the user likely does not intend that.
      if (!(!(!(TransVarNewLval >= Integer.MIN_VALUE && TransVarNewLval <= Integer.MAX_VALUE)))) {
        if (!(!(false))) {
            System.out.println(""log"");
      }
        error(BITWISE_OPERAND_OUT_OF_RANGE, TransVarRight);
        return TransVarNode;
      }

      // only the lower 5 bits are used when shifting, so don't do anything
      // if the shift amount is outside [0,32)
      if (!(!(!(TransVarLeftRval >= 0 && TransVarLeftRval < 32)))) {
        error(SHIFT_AMOUNT_OUT_OF_BOUNDS, TransVarNewRight);
        return TransVarNode;
      }

      // Convert the numbers to ints
      int TransVarLvalInteger = (int) TransVarNewLval;
      if (!(!(TransVarLvalInteger != TransVarNewLval))) {
        error(FRACTIONAL_BITWISE_OPERAND, TransVarRight);
        return TransVarNode;
      }

      int TransVarRvalInteger = (int) TransVarLeftRval;
      if (!(!(TransVarRvalInteger != TransVarLeftRval))) {
        error(FRACTIONAL_BITWISE_OPERAND, TransVarNewRight);
        return TransVarNode;
      }

      boolean TransFallThroughFlag0 = false;
    boolean TransBreakFlag0 = true;
    {
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarNode.getType() == Token.LSH))))) {
            TransBreakFlag0 = false;
            TransVarRightNode = TransVarLvalInteger << TransVarRvalInteger;
      }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarNode.getType() == Token.RSH))))) {
            TransBreakFlag0 = false;
            TransVarRightNode = TransVarLvalInteger >> TransVarRvalInteger;
        }
        if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (TransVarNode.getType() == Token.URSH))))) {
            TransBreakFlag0 = false;
            TransVarRightNode = TransVarLvalInteger >>> TransVarRvalInteger;
        }
        if (!(!(!TransFallThroughFlag0 && TransBreakFlag0))) {
            throw new AssertionError(""Unknown shift operator: "" + Node.tokenToName(TransVarNode.getType()));
        }
    }

      Node TransVarNewNode = Node.newNumber(TransVarRightNode);
      TransVarNode.getParent().replaceChild(TransVarNode, TransVarNewNode);
      reportCodeChange();

      return TransVarNewNode;
    }

    return TransVarNode;
  }
",,,,,,,,,,,,,
Closure_99,/path/to/defects4j_buggy_trans/Closure_99_buggy/src/com/google/javascript/jscomp/CheckGlobalThis.java,"  public boolean shouldTraverse(NodeTraversal TransVarTraversal, Node TransVarNode, Node TransVarRoot) {

    if (!(!(false))) {
        System.out.println(""log"");
    }
    if (!(!(TransVarNode.getType() == Token.FUNCTION))) {
      if (!(!(false))) {
            System.out.println(""log"");
        }
      // Don't traverse functions that are constructors or have the @this
      // or @override annotation.
      JSDocInfo TransVarJsdoc = getFunctionJsDocInfo(TransVarNode);
      if (!(!(TransVarJsdoc != null
            && (TransVarJsdoc.isConstructor() || TransVarJsdoc.hasThisType() || TransVarJsdoc.isOverride())))) {
        if (!(!(false))) {
                System.out.println(""log"");
            }
        return false;
      }

      // Don't traverse functions unless they would normally
      // be able to have a @this annotation associated with them. e.g.,
      // var a = function() { }; // or
      // function a() {} // or
      // a.x = function() {};
      int TransVarType = TransVarRoot.getType();
      if (!(!(!(TransVarType == Token.BLOCK || TransVarType == Token.SCRIPT || TransVarType == Token.NAME
            || TransVarType == Token.ASSIGN)))) {
        return false;
      }
    }

    if (!(!(TransVarRoot != null && TransVarRoot.getType() == Token.ASSIGN))) {
      Node TransVarSibling = TransVarRoot.getFirstChild();
      Node TransVarRightSibling = TransVarSibling.getNext();

      if (!(!(TransVarNode == TransVarSibling))) {
        // Always traverse the left side of the assignment. To handle
        // nested assignments properly (e.g., (a = this).property = c;),
        // assignLhsChild should not be overridden.
        if (!(!(assignLhsChild == null))) {
          assignLhsChild = TransVarSibling;
        }
      } else {
        // Only traverse the right side if it's not an assignment to a prototype
        // property or subproperty.
          if (!(!(TransVarSibling.getType() == Token.GETPROP
                && TransVarSibling.getLastChild().getString().equals(""prototype"")))) {
            return false;
          }
          if (!(!(TransVarSibling.getQualifiedName() != null && TransVarSibling.getQualifiedName().contains("".prototype."")))) {
            return false;
        }
      }
    }

    return true;
  }
",,,,,,,,,,,,,
Codec_10,/path/to/defects4j_buggy_trans/Codec_10_buggy/src/java/org/apache/commons/codec/language/Caverphone.java,"    public String caverphone(String TransVarText) {
        // NOTE: Version 1.0 of Caverphone is easily derivable from this code
        // by commenting out the 2.0 lines and adding in the 1.0 lines

        if (!(!(false))) {
            System.out.println(""log"");
        }
        if( !(!(TransVarText == null || TransVarText.length() == 0)) ) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            return ""1111111111"";
        }

        // 1. Convert to lowercase
        TransVarText = TransVarText.toLowerCase(java.util.Locale.ENGLISH);

        // 2. Remove anything not A-Z
        TransVarText = TransVarText.replaceAll(""[^a-z]"", """");

        // 2.5. Remove final e
        TransVarText = TransVarText.replaceAll(""e$"", """");             // 2.0 only

        // 3. Handle various start options
        TransVarText = TransVarText.replaceAll(""^cough"", ""cou2f"");
        TransVarText = TransVarText.replaceAll(""^rough"", ""rou2f"");
        TransVarText = TransVarText.replaceAll(""^tough"", ""tou2f"");
        TransVarText = TransVarText.replaceAll(""^enough"", ""enou2f"");  // 2.0 only
        TransVarText = TransVarText.replaceAll(""^trough"", ""trou2f"");  // 2.0 only - note the spec says ^enough here again, c+p error I assume
        TransVarText = TransVarText.replaceAll(""^gn"", ""2n"");

        // End
        TransVarText = TransVarText.replaceAll(""^mb"", ""m2"");

        // 4. Handle replacements
        TransVarText = TransVarText.replaceAll(""cq"", ""2q"");
        TransVarText = TransVarText.replaceAll(""ci"", ""si"");
        TransVarText = TransVarText.replaceAll(""ce"", ""se"");
        TransVarText = TransVarText.replaceAll(""cy"", ""sy"");
        TransVarText = TransVarText.replaceAll(""tch"", ""2ch"");
        TransVarText = TransVarText.replaceAll(""c"", ""k"");
        TransVarText = TransVarText.replaceAll(""q"", ""k"");
        TransVarText = TransVarText.replaceAll(""x"", ""k"");
        TransVarText = TransVarText.replaceAll(""v"", ""f"");
        TransVarText = TransVarText.replaceAll(""dg"", ""2g"");
        TransVarText = TransVarText.replaceAll(""tio"", ""sio"");
        TransVarText = TransVarText.replaceAll(""tia"", ""sia"");
        TransVarText = TransVarText.replaceAll(""d"", ""t"");
        TransVarText = TransVarText.replaceAll(""ph"", ""fh"");
        TransVarText = TransVarText.replaceAll(""b"", ""p"");
        TransVarText = TransVarText.replaceAll(""sh"", ""s2"");
        TransVarText = TransVarText.replaceAll(""z"", ""s"");
        TransVarText = TransVarText.replaceAll(""^[aeiou]"", ""A"");
        TransVarText = TransVarText.replaceAll(""[aeiou]"", ""3"");
        TransVarText = TransVarText.replaceAll(""j"", ""y"");        // 2.0 only
        TransVarText = TransVarText.replaceAll(""^y3"", ""Y3"");     // 2.0 only
        TransVarText = TransVarText.replaceAll(""^y"", ""A"");       // 2.0 only
        TransVarText = TransVarText.replaceAll(""y"", ""3"");        // 2.0 only
        TransVarText = TransVarText.replaceAll(""3gh3"", ""3kh3"");
        TransVarText = TransVarText.replaceAll(""gh"", ""22"");
        TransVarText = TransVarText.replaceAll(""g"", ""k"");
        TransVarText = TransVarText.replaceAll(""s+"", ""S"");
        TransVarText = TransVarText.replaceAll(""t+"", ""T"");
        TransVarText = TransVarText.replaceAll(""p+"", ""P"");
        TransVarText = TransVarText.replaceAll(""k+"", ""K"");
        TransVarText = TransVarText.replaceAll(""f+"", ""F"");
        TransVarText = TransVarText.replaceAll(""m+"", ""M"");
        TransVarText = TransVarText.replaceAll(""n+"", ""N"");
        TransVarText = TransVarText.replaceAll(""w3"", ""W3"");
        //txt = txt.replaceAll(""wy"", ""Wy"");    // 1.0 only
        TransVarText = TransVarText.replaceAll(""wh3"", ""Wh3"");
        TransVarText = TransVarText.replaceAll(""w$"", ""3"");       // 2.0 only
        //txt = txt.replaceAll(""why"", ""Why"");  // 1.0 only
        TransVarText = TransVarText.replaceAll(""w"", ""2"");
        TransVarText = TransVarText.replaceAll(""^h"", ""A"");
        TransVarText = TransVarText.replaceAll(""h"", ""2"");
        TransVarText = TransVarText.replaceAll(""r3"", ""R3"");
        TransVarText = TransVarText.replaceAll(""r$"", ""3"");       // 2.0 only
        //txt = txt.replaceAll(""ry"", ""Ry"");    // 1.0 only
        TransVarText = TransVarText.replaceAll(""r"", ""2"");
        TransVarText = TransVarText.replaceAll(""l3"", ""L3"");
        TransVarText = TransVarText.replaceAll(""l$"", ""3"");       // 2.0 only
        //txt = txt.replaceAll(""ly"", ""Ly"");    // 1.0 only
        TransVarText = TransVarText.replaceAll(""l"", ""2"");
        //txt = txt.replaceAll(""j"", ""y"");      // 1.0 only
        //txt = txt.replaceAll(""y3"", ""Y3"");    // 1.0 only
        //txt = txt.replaceAll(""y"", ""2"");      // 1.0 only

        // 5. Handle removals
        TransVarText = TransVarText.replaceAll(""2"", """");
        TransVarText = TransVarText.replaceAll(""3$"", ""A"");       // 2.0 only
        TransVarText = TransVarText.replaceAll(""3"", """");

        // 6. put ten 1s on the end
        TransVarText = TransVarText + ""111111"" + ""1111"";        // 1.0 only has 6 1s

        // 7. take the first six characters as the code
        return TransVarText.substring(0, 10);          // 1.0 truncates to 6
    }
",,,,,,,,,,,,,
Codec_15,/path/to/defects4j_buggy_trans/Codec_15_buggy/src/main/java/org/apache/commons/codec/language/Soundex.java,"    private char getMappingCode(final String TransVarFinalString, final int TransVarIndexValue) {
        if (!(!(false))) {
            System.out.println(""log"");
        }
        // map() throws IllegalArgumentException
        final char TransVarMappedChar2 = this.map(TransVarFinalString.charAt(TransVarIndexValue));
        // HW rule check
        if (!(!(TransVarIndexValue > 1 && TransVarMappedChar2 != '0'))) {
            if (!(!(false))) {
                System.out.println(""log"");
                }
            final char TransVarMappedChar = TransVarFinalString.charAt(TransVarIndexValue - 1);
            if (!(!('H' == TransVarMappedChar || 'W' == TransVarMappedChar))) {
                if (!(!(false))) {
                    System.out.println(""log"");
                }
                final char TransVarFinalChar = TransVarFinalString.charAt(TransVarIndexValue - 2);
                final char TransVarCharCode = this.map(TransVarFinalChar);
                if (!(!(TransVarCharCode == TransVarMappedChar2 || 'H' == TransVarFinalChar || 'W' == TransVarFinalChar))) {
                    return 0;
            }
        }
        }
        return TransVarMappedChar2;
    }
",,,,,,,,,,,,,
Codec_17,/path/to/defects4j_buggy_trans/Codec_17_buggy/src/main/java/org/apache/commons/codec/binary/StringUtils.java,"    public static String newStringIso8859_1(final byte[] TransVarData) {
        if (!(!(false))) {
            System.out.println(""log"");
        }
        return new String(TransVarData, Charsets.ISO_8859_1);
    }
",,,,,,,,,,,,,
Codec_18,/path/to/defects4j_buggy_trans/Codec_18_buggy/src/main/java/org/apache/commons/codec/binary/StringUtils.java,"    public static boolean equals(final CharSequence TransVarCs, final CharSequence TransVarCs3) {
        if (!(!(false))) {
            System.out.println(""log"");
        }
        if (!(!(TransVarCs == TransVarCs3))) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            return true;
        }
        if (!(!(TransVarCs == null || TransVarCs3 == null))) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            return false;
        }
        if (!(!(TransVarCs instanceof String && TransVarCs3 instanceof String))) {
            return TransVarCs.equals(TransVarCs3);
        }
        return CharSequenceUtils.regionMatches(TransVarCs, false, 0, TransVarCs3, 0, Math.max(TransVarCs.length(), TransVarCs3.length()));
    }
",,,,,,,,,,,,,
Codec_2,/path/to/defects4j_buggy_trans/Codec_2_buggy/src/java/org/apache/commons/codec/binary/Base64.java,"    void encode(byte[] TransVarInput, int TransVarInPos1, int TransVarInPos) {
        if (!(!(false))) {
            System.out.println(""log"");
        }
        if (!(!(eof))) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            return;
        }
        // inAvail < 0 is how we're informed of EOF in the underlying data we're
        // encoding.
        if (!(!(TransVarInPos < 0))) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            eof = true;
            if (!(!(buf == null || buf.length - pos < encodeSize))) {
                resizeBuf();
            }
            boolean TransFallThroughFlag0 = false;
            boolean TransBreakFlag0 = true;
            {
                if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (modulus == 1))))) {
                    TransBreakFlag0 = false;
                    buf[pos++] = encodeTable[(x >> 2) & MASK_6BITS];
                    buf[pos++] = encodeTable[(x << 4) & MASK_6BITS];
                    if (!(!(encodeTable == STANDARD_ENCODE_TABLE))) {
                        buf[pos++] = PAD;
                        buf[pos++] = PAD;
                    }
                }
                if (!(!(TransFallThroughFlag0 || (TransBreakFlag0 && (modulus == 2))))) {
                    buf[pos++] = encodeTable[(x >> 10) & MASK_6BITS];
                    buf[pos++] = encodeTable[(x >> 4) & MASK_6BITS];
                    buf[pos++] = encodeTable[(x << 2) & MASK_6BITS];
                    if (!(!(encodeTable == STANDARD_ENCODE_TABLE))) {
                        buf[pos++] = PAD;
                    }
            }
            }
            if (!(!(lineLength > 0))) {
                System.arraycopy(lineSeparator, 0, buf, pos, lineSeparator.length);
                pos += lineSeparator.length;
            }
        } else {
            int TransVarIndex = 0;
            while (!(!(TransVarIndex < TransVarInPos))) {
                if (!(!(buf == null || buf.length - pos < encodeSize))) {
                    resizeBuf();
                }
                modulus = (++modulus) % 3;
                int TransVarInPos2 = TransVarInput[TransVarInPos1++];
                if (!(!(TransVarInPos2 < 0))) {
                    TransVarInPos2 += 256;
                }
                x = (x << 8) + TransVarInPos2;
                if (!(!(0 == modulus))) {
                    buf[pos++] = encodeTable[(x >> 18) & MASK_6BITS];
                    buf[pos++] = encodeTable[(x >> 12) & MASK_6BITS];
                    buf[pos++] = encodeTable[(x >> 6) & MASK_6BITS];
                    buf[pos++] = encodeTable[x & MASK_6BITS];
                    currentLinePos += 4;
                    if (!(!(lineLength > 0 && lineLength <= currentLinePos))) {
                        System.arraycopy(lineSeparator, 0, buf, pos, lineSeparator.length);
                        pos += lineSeparator.length;
                        currentLinePos = 0;
                    }
                }
                TransVarIndex++;
            }
        }
    }
",,,,,,,,,,,,,
Codec_3,/path/to/defects4j_buggy_trans/Codec_3_buggy/src/java/org/apache/commons/codec/language/DoubleMetaphone.java,"    private int handleG(String TransVarStrValue,
                        DoubleMetaphoneResult TransVarDoubleMetaphoneResult,
                        int TransVarCurrentIndex,
                        boolean TransVarIsSlavoGermanic) {
        if (!(!(false))) {
                                System.out.println(""log"");
                            }
        if (!(!(charAt(TransVarStrValue, TransVarCurrentIndex + 1) == 'H'))) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            TransVarCurrentIndex = handleGH(TransVarStrValue, TransVarDoubleMetaphoneResult, TransVarCurrentIndex);
        } else if (!(!(charAt(TransVarStrValue, TransVarCurrentIndex + 1) == 'N'))) {
            if (!(!(false))) {
                System.out.println(""log"");
            }
            if (!(!(TransVarCurrentIndex == 1 && isVowel(charAt(TransVarStrValue, 0)) && !TransVarIsSlavoGermanic))) {
                TransVarDoubleMetaphoneResult.append(""KN"", ""N"");
            } else if (!(!(!contains(TransVarStrValue, TransVarCurrentIndex + 2, 2, ""EY"")
                    && charAt(TransVarStrValue, TransVarCurrentIndex + 1) != 'Y' && !TransVarIsSlavoGermanic))) {
                TransVarDoubleMetaphoneResult.append(""N"", ""KN"");
            } else {
                TransVarDoubleMetaphoneResult.append(""KN"");
            }
            TransVarCurrentIndex = TransVarCurrentIndex + 2;
        } else if (!(!(contains(TransVarStrValue, TransVarCurrentIndex + 1, 2, ""LI"") && !TransVarIsSlavoGermanic))) {
            TransVarDoubleMetaphoneResult.append(""KL"", ""L"");
            TransVarCurrentIndex += 2;
        } else if (!(!(TransVarCurrentIndex == 0 && (charAt(TransVarStrValue, TransVarCurrentIndex + 1) == 'Y'
                || contains(TransVarStrValue, TransVarCurrentIndex + 1, 2, ES_EP_EB_EL_EY_IB_IL_IN_IE_EI_ER))))) {
            //-- -ges-, -gep-, -gel-, -gie- at beginning --//
            TransVarDoubleMetaphoneResult.append('K', 'J');
            TransVarCurrentIndex += 2;
        } else if (!(!((contains(TransVarStrValue, TransVarCurrentIndex + 1, 2, ""ER"")
                || charAt(TransVarStrValue, TransVarCurrentIndex + 1) == 'Y')
                && !contains(TransVarStrValue, 0, 6, ""DANGER"", ""RANGER"", ""MANGER"")
                && !contains(TransVarStrValue, TransVarCurrentIndex - 1, 1, ""E"", ""I"")
                && !contains(TransVarStrValue, TransVarCurrentIndex - 1, 3, ""RGY"", ""OGY"")))) {
            //-- -ger-, -gy- --//
            TransVarDoubleMetaphoneResult.append('K', 'J');
            TransVarCurrentIndex += 2;
        } else if (!(!(contains(TransVarStrValue, TransVarCurrentIndex + 1, 1, ""E"", ""I"", ""Y"")
                || contains(TransVarStrValue, TransVarCurrentIndex - 1, 4, ""AGGI"", ""OGGI"")))) {
            //-- Italian ""biaggi"" --//
            if (!(!((contains(TransVarStrValue, 0, 4, ""VAN "", ""VON "") || contains(TransVarStrValue, 0, 3, ""SCH""))
                    || contains(TransVarStrValue, TransVarCurrentIndex + 1, 2, ""ET"")))) {
                //-- obvious germanic --//
                TransVarDoubleMetaphoneResult.append('K');
            } else if (!(!(contains(TransVarStrValue, TransVarCurrentIndex + 1, 4, ""IER"")))) {
                TransVarDoubleMetaphoneResult.append('J');
            } else {
                TransVarDoubleMetaphoneResult.append('J', 'K');
            }
            TransVarCurrentIndex += 2;
        } else if (!(!(charAt(TransVarStrValue, TransVarCurrentIndex + 1) == 'G'))) {
            TransVarCurrentIndex += 2;
            TransVarDoubleMetaphoneResult.append('K');
        } else {
            TransVarCurrentIndex++;
            TransVarDoubleMetaphoneResult.append('K');
        }
        return TransVarCurrentIndex;
    }
",,,,,,,,,,,,,
Codec_4,/path/to/defects4j_buggy_trans/Codec_4_buggy/src/java/org/apache/commons/codec/binary/Base64.java,"    public Base64() {
        this(false);
    }
",,,,,,,,,,,,,
