slug,ID,model,input_tokens,output_tokens,total_tokens
Cli_23,23,deepseek-v3.2,5731,292,6023
Cli_23,23,deepseek-v3.2,6370,377,6747
Cli_23,23,deepseek-v3.2,7581,289,7870
Cli_23,23,deepseek-v3.2,8106,448,8554
Cli_23,23,deepseek-v3.2,6404,310,6714
Cli_23,23,deepseek-v3.2,6168,345,6513
Cli_24,24,deepseek-v3.2,5130,262,5392
Cli_25,25,deepseek-v3.2,5215,237,5452
Cli_25,25,deepseek-v3.2,5215,279,5494
Cli_25,25,deepseek-v3.2,5215,187,5402
Cli_26,26,deepseek-v3.2,3685,122,3807
Cli_26,26,deepseek-v3.2,3425,122,3547
Cli_26,26,deepseek-v3.2,3534,122,3656
Cli_26,26,deepseek-v3.2,3681,124,3805
Cli_26,26,deepseek-v3.2,3832,124,3956
Cli_26,26,deepseek-v3.2,4022,145,4167
Cli_26,26,deepseek-v3.2,3492,298,3790
Cli_26,26,deepseek-v3.2,4125,232,4357
Cli_26,26,deepseek-v3.2,4273,328,4601
Cli_26,26,deepseek-v3.2,4194,124,4318
Cli_26,26,deepseek-v3.2,3427,447,3874
Cli_26,26,deepseek-v3.2,4345,193,4538
Cli_26,26,deepseek-v3.2,3507,290,3797
Cli_26,26,deepseek-v3.2,4523,297,4820
Cli_26,26,deepseek-v3.2,4856,417,5273
Cli_26,26,deepseek-v3.2,5843,216,6059
Cli_26,26,deepseek-v3.2,4565,247,4812
Cli_27,27,deepseek-v3.2,3357,138,3495
Cli_27,27,deepseek-v3.2,3618,142,3760
Cli_27,27,deepseek-v3.2,3735,174,3909
Cli_28,28,deepseek-v3.2,5218,237,5455
Cli_28,28,deepseek-v3.2,5287,260,5547
Cli_28,28,deepseek-v3.2,5651,299,5950
Cli_28,28,deepseek-v3.2,5043,335,5378
Cli_29,29,deepseek-v3.2,3446,78,3524
Cli_29,29,deepseek-v3.2,4199,145,4344
Cli_29,29,deepseek-v3.2,4078,191,4269
Cli_29,29,deepseek-v3.2,5161,227,5388
Cli_32,30,deepseek-v3.2,7261,296,7557
Cli_32,30,deepseek-v3.2,7072,280,7352
Cli_32,30,deepseek-v3.2,6838,380,7218
Cli_32,30,deepseek-v3.2,7528,431,7959
Cli_32,30,deepseek-v3.2,7502,383,7885
Cli_32,30,deepseek-v3.2,7772,496,8268
Cli_32,30,deepseek-v3.2,8152,421,8573
Cli_32,30,deepseek-v3.2,7699,424,8123
Cli_32,30,deepseek-v3.2,6503,540,7043
Cli_32,30,deepseek-v3.2,7491,539,8030
Cli_32,30,deepseek-v3.2,8295,540,8835
Cli_32,30,deepseek-v3.2,7478,434,7912
Cli_32,30,deepseek-v3.2,9258,722,9980
Cli_32,30,deepseek-v3.2,8604,606,9210
Cli_32,30,deepseek-v3.2,9933,455,10388
Cli_32,30,deepseek-v3.2,8862,523,9385
Cli_32,30,deepseek-v3.2,8048,375,8423
Cli_32,30,deepseek-v3.2,7216,411,7627
Cli_32,30,deepseek-v3.2,9353,288,9641
Cli_32,30,deepseek-v3.2,9382,385,9767
Cli_32,30,deepseek-v3.2,9412,559,9971
Cli_32,30,deepseek-v3.2,7513,368,7881
Cli_32,30,deepseek-v3.2,7835,278,8113
Cli_32,30,deepseek-v3.2,8133,281,8414
Cli_32,30,deepseek-v3.2,8015,273,8288
Cli_32,30,deepseek-v3.2,9998,530,10528
Cli_32,30,deepseek-v3.2,6900,442,7342
Cli_32,30,deepseek-v3.2,9089,438,9527
Cli_32,30,deepseek-v3.2,7894,472,8366
Cli_32,30,deepseek-v3.2,9506,520,10026
Cli_32,30,deepseek-v3.2,10555,530,11085
Cli_32,30,deepseek-v3.2,6900,440,7340
Cli_32,30,deepseek-v3.2,9085,554,9639
Cli_32,30,deepseek-v3.2,9051,417,9468
Cli_32,30,deepseek-v3.2,8616,420,9036
Cli_35,31,deepseek-v3.2,3643,154,3797
Cli_37,32,deepseek-v3.2,3010,234,3244
Cli_37,32,deepseek-v3.2,3455,125,3580
Cli_37,32,deepseek-v3.2,3369,204,3573
Cli_37,32,deepseek-v3.2,3580,219,3799
Cli_37,32,deepseek-v3.2,3839,169,4008
Cli_37,32,deepseek-v3.2,4176,190,4366
Cli_37,32,deepseek-v3.2,3607,125,3732
Cli_37,32,deepseek-v3.2,3369,334,3703
Cli_37,32,deepseek-v3.2,3836,327,4163
Cli_37,32,deepseek-v3.2,4182,370,4552
Cli_37,32,deepseek-v3.2,4620,326,4946
Cli_37,32,deepseek-v3.2,3759,145,3904
Cli_37,32,deepseek-v3.2,3545,98,3643
Cli_37,32,deepseek-v3.2,3505,198,3703
Cli_37,32,deepseek-v3.2,5254,200,5454
Cli_37,32,deepseek-v3.2,5225,387,5612
Cli_37,32,deepseek-v3.2,3931,127,4058
Cli_37,32,deepseek-v3.2,3371,316,3687
Cli_37,32,deepseek-v3.2,3840,396,4236
Cli_37,32,deepseek-v3.2,4341,406,4747
Cli_37,32,deepseek-v3.2,4782,406,5188
Cli_37,32,deepseek-v3.2,4085,149,4234
Cli_38,33,deepseek-v3.2,3073,202,3275
Cli_38,33,deepseek-v3.2,4058,202,4260
Cli_38,33,deepseek-v3.2,4295,256,4551
Cli_38,33,deepseek-v3.2,4630,299,4929
Cli_38,33,deepseek-v3.2,4997,299,5296
Cli_38,33,deepseek-v3.2,3490,271,3761
Cli_38,33,deepseek-v3.2,4138,206,4344
Cli_38,33,deepseek-v3.2,4376,239,4615
Cli_38,33,deepseek-v3.2,4757,265,5022
Cli_38,33,deepseek-v3.2,5159,271,5430
Cli_38,33,deepseek-v3.2,3788,271,4059
Cli_38,33,deepseek-v3.2,4138,198,4336
Cli_38,33,deepseek-v3.2,4356,250,4606
Cli_38,33,deepseek-v3.2,4683,216,4899
Cli_38,33,deepseek-v3.2,4890,314,5204
Cli_38,33,deepseek-v3.2,4086,237,4323
Cli_38,33,deepseek-v3.2,4104,236,4340
Cli_38,33,deepseek-v3.2,4520,402,4922
Cli_38,33,deepseek-v3.2,5199,321,5520
Cli_38,33,deepseek-v3.2,5464,480,5944
Cli_38,33,deepseek-v3.2,4350,271,4621
Cli_38,33,deepseek-v3.2,4180,250,4430
Cli_38,33,deepseek-v3.2,4750,260,5010
Cli_38,33,deepseek-v3.2,5171,279,5450
Cli_38,33,deepseek-v3.2,5802,293,6095
Cli_38,33,deepseek-v3.2,4648,271,4919
Cli_38,33,deepseek-v3.2,4138,144,4282
Cli_38,33,deepseek-v3.2,4326,131,4457
Cli_38,33,deepseek-v3.2,4389,352,4741
Cli_38,33,deepseek-v3.2,5053,206,5259
Cli_38,33,deepseek-v3.2,4946,271,5217
Cli_38,33,deepseek-v3.2,4138,287,4425
Cli_38,33,deepseek-v3.2,4589,214,4803
Cli_38,33,deepseek-v3.2,4816,398,5214
Cli_38,33,deepseek-v3.2,6142,479,6621
Cli_4,34,deepseek-v3.2,3852,151,4003
Cli_4,34,deepseek-v3.2,4976,168,5144
Cli_4,34,deepseek-v3.2,4978,180,5158
Cli_4,34,deepseek-v3.2,5085,182,5267
Cli_4,34,deepseek-v3.2,5362,222,5584
Cli_4,34,deepseek-v3.2,4218,204,4422
Cli_4,34,deepseek-v3.2,5029,168,5197
Cli_4,34,deepseek-v3.2,5262,197,5459
Cli_4,34,deepseek-v3.2,4935,197,5132
Cli_4,34,deepseek-v3.2,5159,197,5356
Cli_4,34,deepseek-v3.2,4449,226,4675
Cli_4,34,deepseek-v3.2,5021,217,5238
Cli_4,34,deepseek-v3.2,5416,180,5596
Cli_4,34,deepseek-v3.2,5580,170,5750
Cli_4,34,deepseek-v3.2,5627,211,5838
Cli_4,34,deepseek-v3.2,4702,223,4925
Cli_4,34,deepseek-v3.2,4900,144,5044
Cli_4,34,deepseek-v3.2,5002,146,5148
Cli_4,34,deepseek-v3.2,5243,144,5387
Cli_4,34,deepseek-v3.2,5342,154,5496
Cli_4,34,deepseek-v3.2,4952,223,5175
Cli_4,34,deepseek-v3.2,4900,169,5069
Cli_4,34,deepseek-v3.2,5052,181,5233
Cli_4,34,deepseek-v3.2,5160,223,5383
Cli_4,34,deepseek-v3.2,5700,198,5898
Cli_4,34,deepseek-v3.2,5202,223,5425
Cli_4,34,deepseek-v3.2,4900,169,5069
Cli_4,34,deepseek-v3.2,5100,177,5277
Cli_4,34,deepseek-v3.2,5264,167,5431
Cli_4,34,deepseek-v3.2,5236,178,5414
Cli_4,34,deepseek-v3.2,5452,223,5675
Cli_4,34,deepseek-v3.2,4900,229,5129
Cli_4,34,deepseek-v3.2,5174,219,5393
Cli_4,34,deepseek-v3.2,5453,162,5615
Cli_4,34,deepseek-v3.2,5596,130,5726
Cli_40,35,deepseek-v3.2,3111,467,3578
Cli_5,36,deepseek-v3.2,3054,79,3133
Cli_8,37,deepseek-v3.2,4639,264,4903
Cli_9,38,deepseek-v3.2,4830,201,5031
Cli_9,38,deepseek-v3.2,5460,224,5684
Cli_9,38,deepseek-v3.2,5246,223,5469
Closure_1,39,deepseek-v3.2,17104,390,17494
Closure_1,39,deepseek-v3.2,16963,485,17448
Closure_1,39,deepseek-v3.2,17709,398,18107
Closure_1,39,deepseek-v3.2,17491,398,17889
Closure_1,39,deepseek-v3.2,17876,576,18452
Closure_1,39,deepseek-v3.2,18600,472,19072
Closure_1,39,deepseek-v3.2,18134,398,18532
Closure_1,39,deepseek-v3.2,17494,443,17937
Closure_1,39,deepseek-v3.2,18559,398,18957
Closure_1,39,deepseek-v3.2,17494,475,17969
Closure_1,39,deepseek-v3.2,18984,398,19382
Closure_1,39,deepseek-v3.2,17491,398,17889
Closure_1,39,deepseek-v3.2,17878,429,18307
Closure_1,39,deepseek-v3.2,18470,413,18883
Closure_1,39,deepseek-v3.2,18742,456,19198
Closure_1,39,deepseek-v3.2,19409,398,19807
Closure_1,39,deepseek-v3.2,17492,483,17975
Closure_1,39,deepseek-v3.2,19834,390,20224
Closure_1,39,deepseek-v3.2,17481,390,17871
Closure_1,39,deepseek-v3.2,17856,430,18286
Closure_10,40,deepseek-v3.2,5251,69,5320
Closure_10,40,deepseek-v3.2,5265,96,5361
Closure_10,40,deepseek-v3.2,5153,109,5262
Closure_10,40,deepseek-v3.2,4562,132,4694
Closure_10,40,deepseek-v3.2,5992,178,6170
Closure_10,40,deepseek-v3.2,5535,76,5611
Closure_10,40,deepseek-v3.2,5088,85,5173
Closure_10,40,deepseek-v3.2,4643,102,4745
Closure_10,40,deepseek-v3.2,5616,101,5717
Closure_10,40,deepseek-v3.2,5133,130,5263
Closure_10,40,deepseek-v3.2,5638,86,5724
Closure_101,41,deepseek-v3.2,4706,198,4904
Closure_101,41,deepseek-v3.2,4596,218,4814
Closure_101,41,deepseek-v3.2,5119,210,5329
Closure_101,41,deepseek-v3.2,4864,226,5090
Closure_101,41,deepseek-v3.2,5348,282,5630
Closure_101,41,deepseek-v3.2,5356,222,5578
Closure_101,41,deepseek-v3.2,4804,278,5082
Closure_101,41,deepseek-v3.2,5468,277,5745
Closure_102,42,deepseek-v3.2,3233,112,3345
Closure_102,42,deepseek-v3.2,3288,123,3411
Closure_102,42,deepseek-v3.2,3336,146,3482
Closure_102,42,deepseek-v3.2,3661,123,3784
Closure_102,42,deepseek-v3.2,3657,123,3780
Closure_102,42,deepseek-v3.2,3560,137,3697
Closure_102,42,deepseek-v3.2,3320,153,3473
Closure_102,42,deepseek-v3.2,3517,165,3682
Closure_102,42,deepseek-v3.2,3798,171,3969
Closure_102,42,deepseek-v3.2,4073,179,4252
Closure_102,42,deepseek-v3.2,3724,137,3861
Closure_102,42,deepseek-v3.2,3322,156,3478
Closure_102,42,deepseek-v3.2,3640,163,3803
Closure_102,42,deepseek-v3.2,3968,173,4141
Closure_102,42,deepseek-v3.2,4176,245,4421
Closure_102,42,deepseek-v3.2,3888,139,4027
Closure_102,42,deepseek-v3.2,4050,141,4191
Closure_102,42,deepseek-v3.2,3282,188,3470
Closure_102,42,deepseek-v3.2,4218,148,4366
Closure_102,42,deepseek-v3.2,3289,164,3453
Closure_102,42,deepseek-v3.2,4393,149,4542
Closure_102,42,deepseek-v3.2,3291,159,3450
Closure_102,42,deepseek-v3.2,3504,159,3663
Closure_102,42,deepseek-v3.2,3689,169,3858
Closure_102,42,deepseek-v3.2,3933,178,4111
Closure_104,43,deepseek-v3.2,4654,274,4928
Closure_105,44,deepseek-v3.2,5677,766,6443
Closure_105,44,deepseek-v3.2,5727,815,6542
Closure_105,44,deepseek-v3.2,6543,815,7358
Closure_105,44,deepseek-v3.2,7383,815,8198
Closure_105,44,deepseek-v3.2,8223,878,9101
Closure_105,44,deepseek-v3.2,6658,766,7424
Closure_105,44,deepseek-v3.2,5727,854,6581
Closure_105,44,deepseek-v3.2,7736,898,8634
Closure_105,44,deepseek-v3.2,8518,906,9424
Closure_105,44,deepseek-v3.2,8483,945,9428
Closure_105,44,deepseek-v3.2,7451,866,8317
Closure_105,44,deepseek-v3.2,6095,604,6699
Closure_105,44,deepseek-v3.2,6311,756,7067
Closure_105,44,deepseek-v3.2,7033,827,7860
Closure_105,44,deepseek-v3.2,8266,794,9060
Closure_105,44,deepseek-v3.2,8344,767,9111
Closure_105,44,deepseek-v3.2,6603,565,7168
Closure_105,44,deepseek-v3.2,9138,792,9930
Closure_105,44,deepseek-v3.2,5691,826,6517
Closure_105,44,deepseek-v3.2,6590,780,7370
Closure_105,44,deepseek-v3.2,8158,796,8954
Closure_105,44,deepseek-v3.2,9271,749,10020
Closure_105,44,deepseek-v3.2,9957,767,10724
Closure_105,44,deepseek-v3.2,5666,836,6502
Closure_105,44,deepseek-v3.2,6900,841,7741
Closure_105,44,deepseek-v3.2,8236,857,9093
Closure_105,44,deepseek-v3.2,9463,890,10353
Closure_105,44,deepseek-v3.2,10751,767,11518
Closure_105,44,deepseek-v3.2,5666,767,6433
Closure_105,44,deepseek-v3.2,6359,776,7135
Closure_105,44,deepseek-v3.2,8367,836,9203
Closure_105,44,deepseek-v3.2,8642,804,9446
Closure_107,45,deepseek-v3.2,5248,423,5671
Closure_107,45,deepseek-v3.2,5141,359,5500
Closure_107,45,deepseek-v3.2,5886,423,6309
Closure_107,45,deepseek-v3.2,5141,357,5498
Closure_107,45,deepseek-v3.2,6336,437,6773
Closure_107,45,deepseek-v3.2,5116,500,5616
Closure_107,45,deepseek-v3.2,6800,495,7295
Closure_107,45,deepseek-v3.2,7318,437,7755
Closure_107,45,deepseek-v3.2,7778,455,8233
Closure_107,45,deepseek-v3.2,8256,351,8607
Closure_109,46,deepseek-v3.2,2800,56,2856
Closure_109,46,deepseek-v3.2,2999,72,3071
Closure_11,47,deepseek-v3.2,7174,288,7462
Closure_11,47,deepseek-v3.2,6602,287,6889
Closure_11,47,deepseek-v3.2,7948,368,8316
Closure_11,47,deepseek-v3.2,8294,399,8693
Closure_11,47,deepseek-v3.2,7816,416,8232
Closure_11,47,deepseek-v3.2,7677,366,8043
Closure_11,47,deepseek-v3.2,7554,421,7975
Closure_11,47,deepseek-v3.2,8129,570,8699
Closure_11,47,deepseek-v3.2,8070,283,8353
Closure_11,47,deepseek-v3.2,6846,341,7187
Closure_11,47,deepseek-v3.2,8380,243,8623
Closure_11,47,deepseek-v3.2,7015,301,7316
Closure_11,47,deepseek-v3.2,8596,275,8871
Closure_11,47,deepseek-v3.2,7880,322,8202
Closure_11,47,deepseek-v3.2,7446,459,7905
Closure_11,47,deepseek-v3.2,8650,284,8934
Closure_11,47,deepseek-v3.2,8393,325,8718
Closure_11,47,deepseek-v3.2,7779,367,8146
Closure_11,47,deepseek-v3.2,8325,367,8692
Closure_11,47,deepseek-v3.2,8717,362,9079
Closure_11,47,deepseek-v3.2,8961,284,9245
Closure_11,47,deepseek-v3.2,7206,504,7710
Closure_11,47,deepseek-v3.2,7468,288,7756
Closure_11,47,deepseek-v3.2,9122,312,9434
Closure_11,47,deepseek-v3.2,7953,342,8295
Closure_11,47,deepseek-v3.2,9272,296,9568
Closure_11,47,deepseek-v3.2,7270,342,7612
Closure_11,47,deepseek-v3.2,7407,347,7754
Closure_11,47,deepseek-v3.2,8006,392,8398
Closure_11,47,deepseek-v3.2,7849,489,8338
Closure_111,48,deepseek-v3.2,2486,40,2526
Closure_111,48,deepseek-v3.2,2751,56,2807
Closure_111,48,deepseek-v3.2,2741,35,2776
Closure_111,48,deepseek-v3.2,2711,62,2773
Closure_112,49,deepseek-v3.2,7892,308,8200
Closure_112,49,deepseek-v3.2,7787,351,8138
Closure_112,49,deepseek-v3.2,7360,386,7746
Closure_112,49,deepseek-v3.2,7906,326,8232
Closure_112,49,deepseek-v3.2,8579,326,8905
Closure_112,49,deepseek-v3.2,8415,316,8731
Closure_112,49,deepseek-v3.2,6857,396,7253
Closure_112,49,deepseek-v3.2,8758,336,9094
Closure_112,49,deepseek-v3.2,7171,418,7589
Closure_112,49,deepseek-v3.2,9121,352,9473
Closure_112,49,deepseek-v3.2,7438,345,7783
Closure_112,49,deepseek-v3.2,9500,299,9799
Closure_112,49,deepseek-v3.2,9822,328,10150
Closure_112,49,deepseek-v3.2,7163,358,7521
Closure_112,49,deepseek-v3.2,10177,352,10529
Closure_112,49,deepseek-v3.2,7178,442,7620
Closure_113,50,deepseek-v3.2,4586,329,4915
Closure_113,50,deepseek-v3.2,4350,545,4895
Closure_113,50,deepseek-v3.2,5130,457,5587
Closure_113,50,deepseek-v3.2,4563,408,4971
Closure_113,50,deepseek-v3.2,5614,245,5859
Closure_113,50,deepseek-v3.2,4265,254,4519
Closure_113,50,deepseek-v3.2,4157,236,4393
Closure_113,50,deepseek-v3.2,4400,249,4649
Closure_113,50,deepseek-v3.2,4688,264,4952
Closure_113,50,deepseek-v3.2,5886,257,6143
Closure_113,50,deepseek-v3.2,4339,257,4596
Closure_113,50,deepseek-v3.2,4418,271,4689
Closure_113,50,deepseek-v3.2,4487,304,4791
Closure_113,50,deepseek-v3.2,4848,286,5134
Closure_113,50,deepseek-v3.2,6170,415,6585
Closure_113,50,deepseek-v3.2,4460,429,4889
Closure_113,50,deepseek-v3.2,5022,444,5466
Closure_113,50,deepseek-v3.2,6612,257,6869
Closure_113,50,deepseek-v3.2,4339,257,4596
Closure_113,50,deepseek-v3.2,4418,307,4725
Closure_113,50,deepseek-v3.2,6896,257,7153
Closure_113,50,deepseek-v3.2,4339,261,4600
Closure_113,50,deepseek-v3.2,4183,287,4470
Closure_113,50,deepseek-v3.2,5015,286,5301
Closure_113,50,deepseek-v3.2,5003,300,5303
Closure_114,51,deepseek-v3.2,2854,336,3190
Closure_114,51,deepseek-v3.2,3415,283,3698
Closure_114,51,deepseek-v3.2,3575,430,4005
Closure_114,51,deepseek-v3.2,3405,296,3701
Closure_114,51,deepseek-v3.2,3375,226,3601
Closure_114,51,deepseek-v3.2,3421,420,3841
Closure_114,51,deepseek-v3.2,4060,373,4433
Closure_114,51,deepseek-v3.2,4411,407,4818
Closure_114,51,deepseek-v3.2,3728,228,3956
Closure_114,51,deepseek-v3.2,3307,297,3604
Closure_114,51,deepseek-v3.2,3495,379,3874
Closure_114,51,deepseek-v3.2,3981,284,4265
Closure_114,51,deepseek-v3.2,4195,370,4565
Closure_114,51,deepseek-v3.2,3983,269,4252
Closure_115,52,deepseek-v3.2,13112,594,13706
Closure_115,52,deepseek-v3.2,13087,474,13561
Closure_115,52,deepseek-v3.2,13921,626,14547
Closure_115,52,deepseek-v3.2,14209,502,14711
Closure_115,52,deepseek-v3.2,14110,551,14661
Closure_115,52,deepseek-v3.2,14992,565,15557
Closure_115,52,deepseek-v3.2,14486,498,14984
Closure_115,52,deepseek-v3.2,14574,608,15182
Closure_115,52,deepseek-v3.2,13101,740,13841
Closure_115,52,deepseek-v3.2,15209,484,15693
Closure_115,52,deepseek-v3.2,13734,461,14195
Closure_115,52,deepseek-v3.2,15720,485,16205
Closure_115,52,deepseek-v3.2,13721,568,14289
Closure_115,52,deepseek-v3.2,16232,492,16724
Closure_115,52,deepseek-v3.2,13778,419,14197
Closure_115,52,deepseek-v3.2,16751,519,17270
Closure_115,52,deepseek-v3.2,12738,533,13271
Closure_115,52,deepseek-v3.2,14175,538,14713
Closure_115,52,deepseek-v3.2,15369,540,15909
Closure_116,53,deepseek-v3.2,16632,507,17139
Closure_116,53,deepseek-v3.2,16338,598,16936
Closure_116,53,deepseek-v3.2,17354,566,17920
Closure_116,53,deepseek-v3.2,16747,532,17279
Closure_116,53,deepseek-v3.2,16873,602,17475
Closure_116,53,deepseek-v3.2,17714,664,18378
Closure_116,53,deepseek-v3.2,18078,664,18742
Closure_116,53,deepseek-v3.2,17947,539,18486
Closure_116,53,deepseek-v3.2,16560,728,17288
Closure_116,53,deepseek-v3.2,17163,914,18077
Closure_116,53,deepseek-v3.2,18513,498,19011
Closure_116,53,deepseek-v3.2,16543,696,17239
Closure_116,53,deepseek-v3.2,19038,532,19570
Closure_116,53,deepseek-v3.2,16870,665,17535
Closure_116,53,deepseek-v3.2,19597,532,20129
Closure_116,53,deepseek-v3.2,16870,600,17470
Closure_116,53,deepseek-v3.2,20156,552,20708
Closure_116,53,deepseek-v3.2,16574,697,17271
Closure_117,54,deepseek-v3.2,5019,403,5422
Closure_117,54,deepseek-v3.2,4991,488,5479
Closure_117,54,deepseek-v3.2,5753,544,6297
Closure_117,54,deepseek-v3.2,6413,443,6856
Closure_117,54,deepseek-v3.2,6496,506,7002
Closure_117,54,deepseek-v3.2,5637,580,6217
Closure_117,54,deepseek-v3.2,5258,566,5824
Closure_117,54,deepseek-v3.2,6244,554,6798
Closure_117,54,deepseek-v3.2,6821,687,7508
Closure_117,54,deepseek-v3.2,5365,569,5934
Closure_117,54,deepseek-v3.2,5974,604,6578
Closure_117,54,deepseek-v3.2,6637,719,7356
Closure_117,54,deepseek-v3.2,7497,711,8208
Closure_117,54,deepseek-v3.2,7535,634,8169
Closure_117,54,deepseek-v3.2,8191,618,8809
Closure_117,54,deepseek-v3.2,5296,618,5914
Closure_117,54,deepseek-v3.2,6003,799,6802
Closure_117,54,deepseek-v3.2,8836,590,9426
Closure_117,54,deepseek-v3.2,6184,384,6568
Closure_117,54,deepseek-v3.2,5579,456,6035
Closure_117,54,deepseek-v3.2,6249,550,6799
